ISBN10,ISBN13,Title,Author,Cover,Publisher,Pages,,
141182253,9.78014E+12,Under The Volcano (Penguin Modern Classics),Malcolm Lowry,http://www.openisbn.com/cover/0141182253_72.jpg,Penguin Books,,,
60526769,9.78006E+12,The Heart Of Christianity: Rediscovering A Life Of Faith,Marcus J. Borg,http://www.openisbn.com/cover/0060526769_72.jpg,HarperOne,256,,
1858285283,9.78186E+12,The Rough Guide To Jazz 2 (Rough Guide Music Guides),Ian Carr,,,,,
385404859,9.78039E+12,The First Church Of The New Millennium,Bryan Appleyard,http://www.openisbn.com/cover/0385404859_72.jpg,Doubleday,272,,
375760520,9.78038E+12,Paris 1919: Six Months That Changed The World,Margaret MacMillan,,,,,
525945768,9.78053E+12,The Oath (Dismas Hardy),John Lescroart,http://www.openisbn.com/cover/0525945768_72.jpg,Dutton Adult,480,,
1592400388,9.78159E+12,Almost French: Love And A New Life In Paris,Sarah Turnbull,http://www.openisbn.com/cover/1592400388_72.jpg,Gotham,320,,
60589272,9.78006E+12,Eleven Minutes: A Novel,Paulo Coelho,http://www.openisbn.com/cover/0060589272_72.jpg,Harper,288,,
553583158,9.78055E+12,Legacy Of The Dead (Inspector Ian Rutledge Mysteries),Charles Todd,http://www.openisbn.com/cover/0553583158_72.jpg,Bantam,384,,
804102511,9.7808E+12,Intensive Care: The Story Of A Nurse,Echo Heron,http://www.openisbn.com/cover/0804102511_72.jpg,Ivy Books,384,,
137791577,9.78014E+12,Returning To School: Guide For Nurses,Donea L. Shane,http://www.openisbn.com/cover/0137791577_72.jpg,Prentice Hall,0,,
804118213,9.7808E+12,Tending Lives: Nurses On The Medical Front,Echo Heron,http://www.openisbn.com/cover/0804118213_72.jpg,Ivy Books,416,,
425148297,9.78043E+12,Naked In Death (In Death,,,,,,
670628301,9.78067E+12,Second Heaven,Judith Guest,http://www.openisbn.com/cover/0670628301_72.jpg,Viking Adult,320,,
312868278,9.78031E+12,Dark Cities Underground,Lisa Goldstein,http://www.openisbn.com/cover/0312868278_72.jpg,Tor Books,256,,
395752906,9.7804E+12,The Best American Short Stories 1996,John Edgar Wideman,http://www.openisbn.com/cover/0395752906_72.jpg,Houghton Mifflin,384,,
60523492,9.78006E+12,Force 5 Recon: Deployment: Pakistan,P. W. Storm,http://www.openisbn.com/cover/0060523492_72.jpg,Avon,400,,
451209443,9.78045E+12,Sphere Of Influence,Kyle Mills,http://www.openisbn.com/cover/0451209443_72.jpg,Signet,464,,
689311982,9.78069E+12,Kumquat May,,,,,,
312039409,9.78031E+12,The Stone Veil,Ronald Tierney,http://www.openisbn.com/cover/0312039409_72.jpg,St Martins Pr,197,,
451207947,9.78045E+12,Only By Your Touch,Catherine Anderson,http://www.openisbn.com/cover/0451207947_72.jpg,Signet,464,,
042519065X,9.78043E+12,Wings Of Fire,Dale Brown,http://www.openisbn.com/cover/042519065X_72.jpg,Berkley,496,,
60008369,9.78006E+12,The Shadows Of Power,James W. Huston,http://www.openisbn.com/cover/0060008369_72.jpg,Avon,448,,
451208773,9.78045E+12,Punk's Wing,Ward Carroll,http://www.openisbn.com/cover/0451208773_72.jpg,Signet,376,,
425190919,9.78043E+12,Sea Of Fire (Tom Clancy's Op-Centre,,,,,,
006103181X,9.78006E+12,The Last Phoenix,Richard Herman,http://www.openisbn.com/cover/006103181X_72.jpg,HarperTorch,496,,
446612901,9.78045E+12,The Kingmaker,Brian Haig,http://www.openisbn.com/cover/0446612901_72.jpg,Grand Central Publishing,512,,
051513581X,9.78052E+12,Piranha (Dale Brown's Dreamland),Dale Brown,,,,,
515119202,9.78052E+12,Daring To Dream: The Dream Trilogy #1,Nora Roberts,http://www.openisbn.com/cover/0515119202_72.jpg,Jove,384,,
1551660504,9.78155E+12,Skin Deep (The O'hurleys),Nora Roberts,http://www.openisbn.com/cover/1551660504_72.jpg,Mira,248,,
671013947,9.78067E+12,By Dawn's Early Light: A Novel,Philip Shelby,http://www.openisbn.com/cover/0671013947_72.jpg,Pocket,512,,
042512164X,9.78043E+12,Capital Crimes,,http://www.openisbn.com/cover/042512164X_72.jpg,Penguin Group (USA) Incorporated,0,,
451197534,9.78045E+12,Final Venture,Michael Ridpath,http://www.openisbn.com/cover/0451197534_72.jpg,Signet,416,,
425188795,9.78043E+12,The Sentinel,Gerald Petievich,http://www.openisbn.com/cover/0425188795_72.jpg,Berkley,372,,
515134864,9.78052E+12,Turbulence,John J. Nance,http://www.openisbn.com/cover/0515134864_72.jpg,Jove,416,,
312925778,9.78031E+12,Night Thoughts - Reflections Of A Sex Therapist,Avodah K. Offit,http://www.openisbn.com/cover/0312925778_72.jpg,Congdon &amp; Weed,,,
031228361X,9.78031E+12,Liberty: A Jake Grafton Novel,Stephen Coonts,http://www.openisbn.com/cover/031228361X_72.jpg,St. Martin's Press,352,,
786889845,9.78079E+12,Conflict Of Interest,Nancy Taylor Rosenberg,http://www.openisbn.com/cover/0786889845_72.jpg,Hyperion,320,,
765341697,9.78077E+12,Against All Enemies,Harold Coyle,http://www.openisbn.com/cover/0765341697_72.jpg,Forge Books,432,,
60094397,9.78006E+12,Razor's Edge (Dale Brown's Dreamland),Dale Brown,,,,,
451410645,9.78045E+12,Dark Ambition,Allan Topol,http://www.openisbn.com/cover/0451410645_72.jpg,Onyx,480,,
446610402,9.78045E+12,Mirage,Don Passman,http://www.openisbn.com/cover/0446610402_72.jpg,Vision,368,,
61032425,9.78006E+12,The Family,Mario Puzo,http://www.openisbn.com/cover/0061032425_72.jpg,Avon,432,,
743405900,9.78074E+12,True Justice,Robert K. Tanenbaum,http://www.openisbn.com/cover/0743405900_72.jpg,Pocket Books,464,,
425163415,9.78043E+12,The President's Daughter (Sean Dillon),Jack Higgins,http://www.openisbn.com/cover/0425163415_72.jpg,Berkley,320,,
425187721,9.78043E+12,Nerve Center (Dale Brown's Dreamland,,,,,,
553574035,9.78055E+12,Edge,,,,,,
044022473X,9.78044E+12,Breach Of Promise,Perri O'Shaughnessy,http://www.openisbn.com/cover/044022473X_72.jpg,Island Books,560,,
91833345,9.78009E+12,Something That Happens To Other People: Stories Of Women Growing Older,Susan Feldman,http://www.openisbn.com/cover/0091833345_72.jpg,Vintage,240,,
899972020,9.7809E+12,50 Best Short Hikes In California's Central Coast,John Krist,http://www.openisbn.com/cover/0899972020_72.jpg,Wilderness Press,176,,
553254502,9.78055E+12,Roll Of Thunder,,,,,,
140097058,9.78014E+12,In The Country Of Last Things,Paul Auster,http://www.openisbn.com/cover/0140097058_72.jpg,Penguin (Non-Classics),208,,
688155308,9.78069E+12,Naked Pictures Of Famous People,Jon Stewart,http://www.openisbn.com/cover/0688155308_72.jpg,It Books,224,,
688046606,9.78069E+12,Night Over Water,Ken Follett,http://www.openisbn.com/cover/0688046606_72.jpg,William Morrow &amp; Co,400,,
451624769,9.78045E+12,The Double Helix (Mentor Series),James D. Watson,http://www.openisbn.com/cover/0451624769_72.jpg,Signet,0,,
441006949,9.78044E+12,Mariel Of Redwall (Redwall,,,,,,
747265453,9.78075E+12,Unnatural Justice (Oz Blackstone Mysteries),Quintin Jardine,http://www.openisbn.com/cover/0747265453_72.jpg,Headline Book Publishing,306,,
747263884,9.78075E+12,Head Shot (Bob Skinner Mysteries),Quintin Jardine,http://www.openisbn.com/cover/0747263884_72.jpg,Headline Book Publishing,385,,
140137815,9.78014E+12,Opportunities: A Handbook Of Business Opportunity Search,Edward De Bono,http://www.openisbn.com/cover/0140137815_72.jpg,Penguin (Non-Classics),256,,
156767503,9.78016E+12,The Road To Wigan Pier,George Orwell,http://www.openisbn.com/cover/0156767503_72.jpg,Mariner Books,264,,
380563908,9.78038E+12,The Thorn Birds,Colleen McCullough,http://www.openisbn.com/cover/0380563908_72.jpg,Time Warner Paperbacks,592,,
345331176,9.78035E+12,Two Sisters,Gore Vidal,http://www.openisbn.com/cover/0345331176_72.jpg,Ballantine Books,0,,
241102634,9.78024E+12,Kindergarten,P S Rushforth,http://www.openisbn.com/cover/0241102634_72.jpg,Hamish Hamilton Ltd,0,,
786708069,9.78079E+12,Doris Lessing: A Biography,Carole Klein,http://www.openisbn.com/cover/0786708069_72.jpg,Carroll &amp; Graf Publishers,283,,
743411447,9.78074E+12,Jolie Blon's Bounce,James Lee Burke,,,,,
140432264,9.78014E+12,Washington Square (Penguin Classics),Henry James,,,,,
452276772,9.78045E+12,Kinflicks: 20th Anniversary Edition,Lisa Alther,,,,,
140185887,9.78014E+12,Cakes And Ale (Penguin Twentieth-Century Classics),W. Somerset  Maugham,http://www.openisbn.com/cover/0140185887_72.jpg,Penguin Classics,208,,
140008950,9.78014E+12,Zuleika Dobson: Or An Oxford Love Story (Penguin Modern Classics),Max Beerbohm,http://www.openisbn.com/cover/0140008950_72.jpg,Penguin Books,256,,
743235053,9.78074E+12,Haunted Ground: A Novel,Erin Hart,http://www.openisbn.com/cover/0743235053_72.jpg,Scribner,328,,
1561310271,9.78156E+12,The Greenhouse,Susan Hillmore,http://www.openisbn.com/cover/1561310271_72.jpg,New Amsterdam Books,125,,
553210246,9.78055E+12,The Mayor Of Casterbridge (Bantam Classics),Thomas Hardy,http://www.openisbn.com/cover/0553210246_72.jpg,Bantam Classics,352,,
140054316,9.78014E+12,Tempest-tost (Salterton Trilogy),Robertson Davies,http://www.openisbn.com/cover/0140054316_72.jpg,Penguin (Non-Classics),284,,
590372343,9.78059E+12,Trouble With Valentines,Elaine Moore,http://www.openisbn.com/cover/0590372343_72.jpg,Scholastic Inc.,96,,
595279171,9.7806E+12,God Is In Hell: Opening My Heart To The Holocaust,Gemma Grott,http://www.openisbn.com/cover/0595279171_72.jpg,IUniverse,,,
312983417,9.78031E+12,Starting Over,Robin Pilcher,http://www.openisbn.com/cover/0312983417_72.jpg,St. Martin's Paperbacks,416,,
440238412,9.78044E+12,When Zachary Beaver Came To Town (New Readers Circle Editions),Kimberly Willis Holt,http://www.openisbn.com/cover/0440238412_72.jpg,Laurel Leaf,256,,
006054564X,9.78006E+12,My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende,http://www.openisbn.com/cover/006054564X_72.jpg,Harper,224,,
385502761,9.78039E+12,Look At Me,Jennifer Egan,http://www.openisbn.com/cover/0385502761_72.jpg,Anchor,0,,
440229081,9.78044E+12,Skellig,David Almond,http://www.openisbn.com/cover/0440229081_72.jpg,Laurel Leaf,208,,
038550084X,9.78039E+12,Fraud,David Rakoff,http://www.openisbn.com/cover/038550084X_72.jpg,Doubleday,240,,
553257749,9.78055E+12,Something Wicked This Way Comes,Ray Bradbury,http://www.openisbn.com/cover/0553257749_72.jpg,Bantam,0,,
380005166,9.78038E+12,Shardik,Richard Adams,http://www.openisbn.com/cover/0380005166_72.jpg,Bard Novel 1982-O-5,0,,
394309685,9.78039E+12,Light In August,William Faulkner,http://www.openisbn.com/cover/0394309685_72.jpg,McGraw Hill Text,0,,
970141947,9.78097E+12,Just A Couple Of Days,Tony Vigorito,http://www.openisbn.com/cover/0970141947_72.jpg,Bast Books,346,,
451516680,9.78045E+12,Heart Of Darkness And The Secret Sharer,Joseph Conrad,http://www.openisbn.com/cover/0451516680_72.jpg,Signet Classics,160,,
140367829,9.78014E+12,Aladdin And Other Tales From The Arabian Nights (Puffin Classics),Anonymous,,,,,
345441788,9.78035E+12,The Forest,Edward Rutherfurd,http://www.openisbn.com/cover/0345441788_72.jpg,Ballantine Books,784,,
1853260207,9.78185E+12,Jane Eyre (Wordsworth Classics) (Wadsworth Collection),Charlotte Bronte,http://www.openisbn.com/cover/1853260207_72.jpg,Wordsworth Editions Ltd,448,,
140620478,9.78014E+12,Far From The Madding Crowd (Penguin Popular Classics),Thomas Hardy,http://www.openisbn.com/cover/0140620478_72.jpg,Penguin Books,384,,
679750150,9.78068E+12,The Sailor Who Fell From Grace With The Sea,Yukio Mishima,,,,,
60930438,9.78006E+12,Kids,,,,,,
671796356,9.78067E+12,Meditations For Parents Who Do Too Much,Jonathon Lazear,,,,,
811841553,9.78081E+12,The Worst-Case Scenario Survival Handbook: Parenting,Joshua Piven,,,,,
076070015X,9.78076E+12,The Age Of Innocence,Edith Wharton,http://www.openisbn.com/cover/076070015X_72.jpg,Barnes &amp; Noble Books,232,,
312261357,9.78031E+12,Claiming Kin: Confronting The History Of An African American Family,Afi-Odelia E. Scruggs,http://www.openisbn.com/cover/0312261357_72.jpg,St. Martin's Press,224,,
188090845X,9.78188E+12,Out Of The Past: Amish Traditon And Faith (Celebrating America),Mary Ann McDonald,http://www.openisbn.com/cover/188090845X_72.jpg,New Line Books,128,,
804818584,9.7808E+12,Japan Country Living,Amy Sylvester Katoh,,,,,
080482052X,9.7808E+12,Blue And White Japan,Amy Sylvester Katoh,,,,,
440237424,9.78044E+12,The Best Revenge,Stephen White,http://www.openisbn.com/cover/0440237424_72.jpg,Dell,512,,
2253030589,9.78225E+12,Mrs Dalloway,Virginia Woolf,http://www.openisbn.com/cover/2253030589_72.jpg,Le Livre De Poche,220,,
425087700,9.78043E+12,Parker Pyne Investigates,Agatha Christie,http://www.openisbn.com/cover/0425087700_72.jpg,Berkley,208,,
2013218923,9.78201E+12,Le Crime De L'Orient-Express,Agatha Christie,http://www.openisbn.com/cover/2013218923_72.jpg,Livre De Poche Jeunesse,407,,
140286829,9.78014E+12,The Third Man,Graham Greene,http://www.openisbn.com/cover/0140286829_72.jpg,Penguin (Non-Classics),160,,
2290333697,9.78229E+12,Le Mystère De La Chambre Jaune,Gaston Leroux,http://www.openisbn.com/cover/2290333697_72.jpg,J'ai Lu,249,,
679722610,9.78068E+12,Red Harvest,Dashiell Hammett,http://www.openisbn.com/cover/0679722610_72.jpg,Vintage,224,,
1592247938,9.78159E+12,The Red Badge Of Courage,Stephen Crane,http://www.openisbn.com/cover/1592247938_72.jpg,Borgo Press,184,,
958949479X,9.78959E+12,THE COUNT OF MONTECRISTO (Spanish Edition),ALEJANDRO DUMAS,,,,,
553213296,9.78055E+12,The Last Of The Mohicans (Bantam Classics),James Fenimore Cooper,http://www.openisbn.com/cover/0553213296_72.jpg,Bantam Classics,432,,
812523016,9.78081E+12,Dracula,Bram Stoker,http://www.openisbn.com/cover/0812523016_72.jpg,Tor Classics,384,,
553214209,9.78055E+12,From The Earth To The Moon (Bantam Classics),Jules Verne,http://www.openisbn.com/cover/0553214209_72.jpg,Bantam Classics,240,,
140367152,9.78014E+12,Journey To The Centre Of The Earth (Puffin Classics),Jules Verne,,,,,
9500286327,9.7895E+12,Los Tres Mosqueteros (Spanish Edition),Alejandro Dumas,http://www.openisbn.com/cover/9500286327_72.jpg,El Ateneo,64,,
689810962,9.78069E+12,Michael Strogoff: A Courier Of The Czar (Scribner Illustrated Classics),Jules Verne,,,,,
62702475,9.78006E+12,Ordinary People,,,,,,
385415613,9.78039E+12,CHRISTMAS OUT WEST (A Double D Western),Martin H. Greenberg,http://www.openisbn.com/cover/0385415613_72.jpg,Doubleday,187,,
449219771,9.78045E+12,The Rise And Fall Of The Third Reich : A History Of Nazi Germany,William L. Shirer,http://www.openisbn.com/cover/0449219771_72.jpg,Ballantine Books,1600,,
195038630,9.7802E+12,Battle Cry Of Freedom: The Civil War Era (The Oxford History Of The United States),James M. McPherson,http://www.openisbn.com/cover/0195038630_72.jpg,Oxford University Press,,,
385418973,9.78039E+12,Decisive Day: The Battle For Bunker Hill,Richard M. Ketchum,http://www.openisbn.com/cover/0385418973_72.jpg,Anchor,0,,
345380746,9.78035E+12,Long Knife,JAMES ALEXANDER Thom,http://www.openisbn.com/cover/0345380746_72.jpg,Ballantine Books,512,,
1564963179,9.78156E+12,Type: Hot Designers Make Cool Fonts,Allan Haley,http://www.openisbn.com/cover/1564963179_72.jpg,Rockport Pub,143,,
156496518X,9.78156E+12,Web Site Graphics: Navigation: The Best Work From The Web,Jeff Carlson,,,,,
891347739,9.78089E+12,Graphic Design: Inspirations &amp; Innovations 2 (v. 2),Lynn Haller,,,,,
1566091888,9.78157E+12,A Blip In The Continuum (Macintosh Version),Robin Williams,,,,,
891346406,9.78089E+12,Graphic Design: Inspirations And Innovations,Diane Martin,http://www.openisbn.com/cover/0891346406_72.jpg,North Light Books,134,,
1573441244,9.78157E+12,Erotic Fairy Tales: A Romp Through The Classics,Mitzi Szereto,http://www.openisbn.com/cover/1573441244_72.jpg,Cleis Press,175,,
140280243,9.78014E+12,A Treasury Of Royal Scandals: The Shocking True Stories History's Wickedest,,,,,,
1570716439,9.78157E+12,Zen Meditations On Being A Mother With CD (Audio),Roni Jay,http://www.openisbn.com/cover/1570716439_72.jpg,Sourcebooks,112,,
076151340X,9.78076E+12,Smoothies For Life! Yummy,,,,,,
345359925,9.78035E+12,The Power Of One,Bryce Courtenay,http://www.openisbn.com/cover/0345359925_72.jpg,Ballantine Books,533,,
1562829254,9.78156E+12,The Ultimate Disney Trivia Quiz Book (Vol 2),David Smith,,,,,
688127258,9.78069E+12,The International Dictionary Of Desserts,,,,,,
140109269,9.78014E+12,The Jaguar Smile: A Nicaraguan Journey,Salman Rushdie,http://www.openisbn.com/cover/0140109269_72.jpg,Penguin (Non-Classics),176,,
452260302,9.78045E+12,The Universal Baseball Association,,,,,,
140116168,9.78014E+12,Dorothy Parker: What Fresh Hell Is This?,Marion Meade,http://www.openisbn.com/cover/0140116168_72.jpg,Penguin (Non-Classics),458,,
449205061,9.78045E+12,Rabbit,,,,,,
886775361,9.78089E+12,Gatherer Of Clouds (The Initiate Brother,,,,,,
61020672,9.78006E+12,Sourcery,Terry Pratchett,http://www.openisbn.com/cover/0061020672_72.jpg,HarperTorch,288,,
671664948,9.78067E+12,The Restaurant At The End Of The Universe,Douglas Adams,http://www.openisbn.com/cover/0671664948_72.jpg,Pocket,0,,
345316509,9.78035E+12,Job: A Comedy Of Justice,Robert A. Heinlein,http://www.openisbn.com/cover/0345316509_72.jpg,Del Rey,448,,
140185992,9.78014E+12,The Painted Veil (Penguin Twentieth-Century Classics),W. Somerset  Maugham,http://www.openisbn.com/cover/0140185992_72.jpg,Penguin Classics,238,,
006440174X,9.78006E+12,Good Night,,,,,,
385333862,9.78039E+12,The Running Mate,Joe Klein,http://www.openisbn.com/cover/0385333862_72.jpg,The Dial Press,416,,
330392611,9.78033E+12,Idea Of Perfection,Kate Grenville,http://www.openisbn.com/cover/0330392611_72.jpg,Picador USA,416,,
684822768,9.78068E+12,In Our Time,Ernest Hemingway,http://www.openisbn.com/cover/0684822768_72.jpg,Scribner,160,,
374480133,9.78037E+12,Tuck Everlasting,Natalie Babbitt,http://www.openisbn.com/cover/0374480133_72.jpg,Farrar,,,
1842124196,9.78184E+12,Ivan The Terrible,Henri Troyat,http://www.openisbn.com/cover/1842124196_72.jpg,Phoenix Press,288,,
1559723475,9.78156E+12,The Titanic Conspiracy. Cover-ups And Mysteries Of The World's Most Famous Sea Disaster,Robin; Van Der Vat,,,,,
812521463,9.78081E+12,Aztec,Gary Jennings,http://www.openisbn.com/cover/0812521463_72.jpg,Tor Books,1056,,
394512669,9.78039E+12,"""Well",,,,,,
451192915,9.78045E+12,Murder On The QE2: Murder She Wrote,Jessica Fletcher,,,,,
553100343,9.78055E+12,Brightness Reef  (Bantam Spectra Book),David Brin,http://www.openisbn.com/cover/0553100343_72.jpg,Spectra,514,,
684172755,9.78068E+12,Death Of A Don,Howard Shaw,http://www.openisbn.com/cover/0684172755_72.jpg,Scribner,187,,
811804844,9.78081E+12,Little Wisdoms: Mysticism (Little Wisdom Library),C.J. McKnight,http://www.openisbn.com/cover/0811804844_72.jpg,Chronicle Books,61,,
385483414,9.78039E+12,The 176 Stupidest Things Ever Done,Ross Petras,,,,,
451194756,9.78045E+12,Murder,,,,,,
449905950,9.78045E+12,Stalking Horse,Bill Shoemaker,http://www.openisbn.com/cover/0449905950_72.jpg,Ballantine Books,311,,
345342313,9.78035E+12,A Death For A Doctor,Leo Giroux Jr.,http://www.openisbn.com/cover/0345342313_72.jpg,Ballantine Books,0,,
448168324,9.78045E+12,Hagar: Sack Time,Dik Browne,http://www.openisbn.com/cover/0448168324_72.jpg,Ace Books,0,,
805004602,9.78081E+12,"""F"" Is For Fugitive (Kinsey Millhone Mysteries)",Sue Grafton,http://www.openisbn.com/cover/0805004602_72.jpg,Henry Holt And Co.,261,,
590449036,9.78059E+12,Mom,,,,,,
747232679,9.78075E+12,The Brothers Of Gwynedd Quartet: Comprising Sunrise In The West,,,,,,
133140547,9.78013E+12,Feeding Your Baby: A Parent's Guide To Practical Nutrition,Monique Bonnet,http://www.openisbn.com/cover/0133140547_72.jpg,Prentice-Hall,108,,
671732277,9.78067E+12,Delusions Of Grandma,Carrie Fisher,http://www.openisbn.com/cover/0671732277_72.jpg,Simon &amp; Schuster,256,,
451406176,9.78045E+12,The Duke (Coulter Historical Romance),Catherine Coulter,http://www.openisbn.com/cover/0451406176_72.jpg,Topaz,384,,
345424115,9.78035E+12,Canine Crimes,Jeffrey Marks,http://www.openisbn.com/cover/0345424115_72.jpg,Ballantine Books,0,,
345302656,9.78035E+12,Satan: His Psychotherapy And Cure By The Unfortunate Dr. Kassler,,,,,,
140082565,9.78014E+12,The Scandal Of Father Brown (Father Brown Mystery),G. K. Chesterton,http://www.openisbn.com/cover/0140082565_72.jpg,Penguin Books,176,,
695808117,9.7807E+12,Survival Handbook For Children Of Aging Parents,Arthur N Schwartz,http://www.openisbn.com/cover/0695808117_72.jpg,Follett Pub. Co,160,,
373152507,9.78037E+12,For Better For Worse,Penny Jordan,http://www.openisbn.com/cover/0373152507_72.jpg,Harlequin,0,,
394486986,9.78039E+12,Your Isadora: The Love Story Of Isadora Duncan &amp; Gordon Craig,Francis Steegmuller,http://www.openisbn.com/cover/0394486986_72.jpg,Pub Center Cultural Resources,399,,
440071240,9.78044E+12,Random Winds,Belva Plain,http://www.openisbn.com/cover/0440071240_72.jpg,Delacorte Press,496,,
688078028,9.78069E+12,One (Silver Arrow Books),Richard Bach,,,,,
312285329,9.78031E+12,Feather Castles,Patricia Veryan,http://www.openisbn.com/cover/0312285329_72.jpg,St Martins Pr,341,,
380785749,9.78038E+12,Happily Ever After (An Avon Romantic Treasure),Tanya Anne Crosby,http://www.openisbn.com/cover/0380785749_72.jpg,Avon,384,,
044920099X,9.78045E+12,Emerald,Phyllis A. Whitney,http://www.openisbn.com/cover/044920099X_72.jpg,Ivy Books,0,,
345385209,9.78035E+12,Losers,David Eddings,http://www.openisbn.com/cover/0345385209_72.jpg,Del Rey,295,,
055325555X,9.78055E+12,WHEN GRAVITY FAILS,George Alec Effinger,http://www.openisbn.com/cover/055325555X_72.jpg,Spectra,289,,
084311861X,9.78084E+12,Should I Have Baby Te,Joy Grdnic,http://www.openisbn.com/cover/084311861X_72.jpg,PSS Adult,0,,
553249371,9.78055E+12,Wild Swan,Celeste De Blasis,http://www.openisbn.com/cover/0553249371_72.jpg,Bantam Books,0,,
446911968,9.78045E+12,Superman:  Miracle Monday,Elliot S. Maggin,http://www.openisbn.com/cover/0446911968_72.jpg,Warner Books,0,,
440142326,9.78044E+12,Joan Embery's Collection Of Amazing Animal Facts,,http://www.openisbn.com/cover/0440142326_72.jpg,Dell Publishing Company,0,,
425077047,9.78043E+12,...And Ladies Of The Club,Helen Hooven Santmyer,http://www.openisbn.com/cover/0425077047_72.jpg,Berkley Books,1433,,
385278861,9.78039E+12,Fatal Obsession,Stephen Greenleaf,http://www.openisbn.com/cover/0385278861_72.jpg,Doubleday,250,,
446602345,9.78045E+12,Original Sin (Adam Dalgliesh Mystery Series #9),P. D. James,http://www.openisbn.com/cover/0446602345_72.jpg,Vision,560,,
671737775,9.78067E+12,Iceberg (Dirk Pitt,,,,,,
553276328,9.78055E+12,Pacific Vortex (Dirk Pitt Adventure),Clive Cussler,http://www.openisbn.com/cover/0553276328_72.jpg,Bantam,288,,
446610232,9.78045E+12,The Ice Limit,Douglas Preston,,,,,
812564375,9.78081E+12,Mount Dragon,Douglas Preston,,,,,
812543262,9.78081E+12,Relic (Pendergast,,,,,,
61014591,9.78006E+12,The Terrible Hours,Peter Maas,http://www.openisbn.com/cover/0061014591_72.jpg,HarperTorch,320,,
787103950,9.78079E+12,Morning Noon And Night,Sidney Sheldon,,,,,
451409744,9.78045E+12,Men Of Honor,David Robbins,http://www.openisbn.com/cover/0451409744_72.jpg,Onyx,304,,
688147259,9.78069E+12,Notes From A Small Island,Bill Bryson,http://www.openisbn.com/cover/0688147259_72.jpg,William Morrow,324,,
446523364,9.78045E+12,Riptide,Douglas Preston,,,,,
761512195,9.78076E+12,Your First Year In Network Marketing: Overcome Your Fears,,,,,,
761504397,9.78076E+12,The Wave 3 Way To Building Your Downline,Richard Poe,http://www.openisbn.com/cover/0761504397_72.jpg,Prima Lifestyles,256,,
963425900,9.78096E+12,The Greatest Networker In The World,John Milton Fogg,http://www.openisbn.com/cover/0963425900_72.jpg,Upline Press,136,,
812571029,9.78081E+12,Uther (The Camulod Chronicles,,,,,,
804109729,9.7808E+12,Russka: The Novel Of Russia,Edward Rutherfurd,http://www.openisbn.com/cover/0804109729_72.jpg,Ivy Books,960,,
553280643,9.78055E+12,The Gate To Women's Country,Sheri S. Tepper,http://www.openisbn.com/cover/0553280643_72.jpg,Spectra,336,,
385480210,9.78039E+12,The Pocket Mirror Of Heroes,Christopher Maurer,http://www.openisbn.com/cover/0385480210_72.jpg,Doubleday Business,193,,
345431901,9.78035E+12,The Finishing School (Ballantine Reader's Circle),Gail Godwin,http://www.openisbn.com/cover/0345431901_72.jpg,Ballantine Books,352,,
385497105,9.78039E+12,Up In The Air,Walter Kirn,http://www.openisbn.com/cover/0385497105_72.jpg,Doubleday,320,,
465031358,9.78047E+12,The Origin Of Humankind (Science Masters Series),Richard Leakey,http://www.openisbn.com/cover/0465031358_72.jpg,Basic Books,171,,
306808900,9.78031E+12,Hemingway: A Biography,Jeffrey Meyers,http://www.openisbn.com/cover/0306808900_72.jpg,Da Capo Press,734,,
031219904X,9.78031E+12,Jack London: A Life,Alex Kershaw,http://www.openisbn.com/cover/031219904X_72.jpg,St. Martin's Griffin,334,,
312980663,9.78031E+12,A Twist At The End,Steven Saylor,http://www.openisbn.com/cover/0312980663_72.jpg,Minotaur Books,576,,
62502891,9.78006E+12,The Chalice And The Blade: Our History,,,,,,
1570612676,9.78157E+12,Best Places Portland,Kim Carlson,,,,,
451452313,9.78045E+12,Better Than Life (Red Dwarf),Grant Naylor,http://www.openisbn.com/cover/0451452313_72.jpg,Roc,304,,
767912365,9.78077E+12,Ciao,,,,,,
3293202047,9.78329E+12,Nana Plaza,Christopher G. Moore,,,,,
595319033,9.7806E+12,The Savior Of The Woods,Arthur L. Burton III (Alb3),http://www.openisbn.com/cover/0595319033_72.jpg,IUniverse,154,,
201626098,9.7802E+12,Digital Woes,Lauren Ruth Wiener,,,,,
684868660,9.78068E+12,Altar Music: A Novel,Christin Lore Weber,http://www.openisbn.com/cover/0684868660_72.jpg,Scribner,256,,
60194995,9.78006E+12,To Kill A Mockingbird,Harper Lee,http://www.openisbn.com/cover/0060194995_72.jpg,Harper Collins,287,,
805065415,9.78081E+12,Blue Latitudes: Boldly Going Where Captain Cook Has Gone Before,Tony Horwitz,http://www.openisbn.com/cover/0805065415_72.jpg,Henry Holt And Co.,496,,
044023655X,9.78044E+12,Kiss Of The Highlander (The Highlander Series,,,,,,
312979975,9.78031E+12,Fantasy Lover,Sherrilyn Kenyon,http://www.openisbn.com/cover/0312979975_72.jpg,St. Martin's Paperbacks,352,,
440236525,9.78044E+12,The Highlander's Touch (Highlander,,,,,,
312979983,9.78031E+12,Night Pleasures (Dark-Hunter,,,,,,
743226844,9.78074E+12,Mama Gena's School Of Womanly Arts: Using The Power Of Pleasure To Have Your Way With The World,Regena Thomashauer,http://www.openisbn.com/cover/0743226844_72.jpg,Simon &amp; Schuster,192,,
